Paper_Number,Type_of_salmon,Category,ESB,ESP,Hatchery_fish,Sentence_about_service,Service_in_my_words,Type_of_interaction,CICES_section1,CICES_division1,CICES_group1,CICES_class1,CICES_code1,CICES_section2,CICES_division2,CICES_group2,CICES_class2,CICES_code2,CICES_section3,CICES_division3,CICES_group3,CICES_class3,CICES_code3,EE_domain1,EE_code1,EE_domain2,EE_code2,EE_domain3,EE_code3
104,Not specified,eco,arthropods,carcasses,No,"""Arthropods were observed on the carcasses in deposited in both vegetated and un-vegetated habitats...Subsequently, carcasses were consumed and decomposed faster in vegetated than in unvegetated habitats"" (6)",predation,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,Not specified,eco,Calliphoridae larvae,carcasses,No," ""Carcasses did not increase the abundance of adult Calliphoridae flies captured in pitfall traps during the experiment, but those present deposited eggs, and the larvae consumed carcass material."" (7)","nursery, predation",Direct,Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions","Lifecycle maintenance, habitat and gene pool protection",Maintaining nursery populations and habitats (Including gene pool protection),2.2.2.3,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA
104,Not specified,eco,"Drosophilia, Sphaeroceridae, Sciaridae",carcasses,No,"""Salmon carcasses added to riparian habitats caused increases in three other dipterans, Drosophilidae, Sphaeroceridae, and Sciaridae, all of which likely fed directly on putrefied tissue and bacteria at advanced stages of decomposition. "" (10)",predation,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,Not specified,eco,Calliphoridae,carcasses,No,"""Consistent with our findings at the patch scale, total abundance of adult Calliphoridae increased both initially and four to six weeks after treatment additions on sticky traps along carcass treated streams in comparison to controls (Fig. 4, Time 3 Treatment, F ¼ 6.82, P ¼ 0.004)."" (7)",energy provision,Unclear,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,Not specified,eco,streams,migrating salmon,No,"""Mass migrations of salmon can import as much as 266 g/m2 of nitrogen to streams on the central coast of British Columbia in high abundance years (Harding et al. 2014), while as much as 55% of nitrogen imported by salmon can be exported out of streams through their spawning behavior (Moore et al. 2007)."" (2)","chem, nutrient provision",Direct,Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions",Water conditions,Regulation of the chemical condition of freshwaters by living processes,2.2.5.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,"Pink, chum",eco,invertebrates,spawning salmon,No,"""As predicted, when we controlled for habitat in the within-stream comparison, we found that all four functional feeding groups of invertebrates had enriched d15N and d13C signatures below spawning barriers compared to upstream, particularly in the fall when salmon were spawning. Also, d15N varied by functional feeding group, with predators having the most enriched signature followed by collector-gatherers, shredders and grazers."" (13)",nutrient and energy provision,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,Not specified,eco,FW + terrestrial environments,Pacific salmon,No," ""Pacific salmon (Oncorhynchus spp.) have long been recognized as vectors of high quality nutrients to freshwater and terrestrial environments (Juday et al. 1932, Naiman et al. 2002, Janetski et al. 2009) and more recently as a significant source of disturbance to benthic freshwater communities (Moore and Schindler 2008, Janetski et al. 2009, Harding et al. 2014)."" (2)",nutrient provision,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,Not specified,eco,biofilm,salmon MDN,No," "" Harding et al. (2014) showed that biofilm in the same streams were enriched in both 15N and 13C in spring and fall, which was linked to salmon density"" (13)",nutrient and energy provision,Unclear,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,Not specified,eco,riparian plants,salmon,No,""" Riparian plants in this region are more enriched in 15N and have higher percent nitrogen in streams with higher salmon densities (Hocking and Reynolds 2012)."" (14)","stream chem, nutrient provision","Direct, indirect",Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions",Water conditions,Regulation of the chemical condition of freshwaters by living processes,2.2.5.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,pink,eco,juvenile sablefish,carcasses,No,""" The only sampling period in which forage fish made up <50% of the diet by weight was September 2013, when the majority of the diet was composed of scavenged salmon. We estimated the highest energy diet for juvenile Sablefish during this period."" (816)",predation,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,sockeye,eco,arctic grayling and rainbow trout,adult salmon,No,""" Other fishes such as Rainbow Trout and Arctic Grayling experience significantly increased ration size and growth rate as a result of increased salmon densities (Bentley et al. 2012). Average ration size increased by up to 491% for Arctic Grayling and 200% for Rainbow Trout when Sockeye Salmon densities were high in two freshwater streams, and Rainbow Trout switched to a diet of almost entirely salmon (Bentley et al. 2012)"" (817)",predation,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,not specified,eco,bears,spawning salmon,No,""" For example, in years of high salmon run size, bears Ursus spp. in Alaska selectively consumed the parts of salmon with the highest energetic value, while in years of low salmon returns, bears ate more whole fish (Gende et al. 2002)."" (808)",predation *energy specific,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,not specified,eco,"terrestrial, freshwater, and avian predators",Pacific salmon,No,""" Pacific salmon pulses have been widely documented to be a beneficial source of marine derived nutrients to terrestrial predators, such as bears, wolves, foxes, and martens; freshwater predators, such as Arctic Grayling, Dolly Varden Salvelinus malma, and Rainbow Trout; and avian predators, such as bald eagles Haliaeetus leucocephalus, gulls, crows, and common ravens Corvus corax (Willson and Halupka 1995; Schindler et al. 2003; Bentley et al. 2012)."" (816)",predation *nutrient specific,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,not specified,eco,marine mammals,spawning salmon,No,"""Documentation of marine predators exploiting adult spawning salmon pulses in the nearshore has primarily focused on mammals including seals, sea lions, and cetaceans (Willson and Halupka 1995; Saulitis et al. 2000; Sinclair and Zeppelin 2002)."" (816)",predation *nutrient specific,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,not specified,eco,juvenile sablefish,juvenile salmon,No,""" In 1999, juvenile Sablefish fed on juvenile salmon migrating from freshwater to the Gulf of Alaska, suggesting that they cue to multiple life stages of salmon as a food resource (Sturdevant et al. 2009)."" (816)",predation,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,Not specified,socio,residents near Columbia River Basin,Pacific salmon via taxpayers,No,"""Efforts to rebuild depressed populations are extensive and expensive. For example, in the Columbia River Basin, which contains 13 listed ESUs of Pacific salmon, more than 15,000 habitat restoration projects have been undertaken at an annual cost of over $150 million USD (Barnas and Katz 2010)."" (2116)",bequest,Indirect,Cultural ,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Other biotic characteristics that have a non-use value,Characteristics or features of living systems that have an option or bequest value,3.2.2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,Not specified,socio,dip-net fishers (residents mostly outside Copper River watershed),salmon,No," ""The personal-use dip net fishery (about 8000 household permits per year) averaged about 114000 salmon annually. Most personal-use dip net permits are issued to residents of urban centers outside the Copper River watershed"" (212)","recreation, predation",Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,Cultural ,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Physical and experiential interactions with natural environment,"Characteristics of living systems that that enable activities promoting health, recuperation or enjoyment through active or immersive interactions",3.1.1.1,NA,NA,NA,NA,NA,NA
108,Not specified,socio,subsistence fishery,salmon,No,"""An upper river subsistence fishery operates along the main stem between the communities of Chitina and Slana. Smaller subsistence fisheries operate at the traditional site of Batzulnetas (in the headwaters) and also in estuarine and marine waters at the river mouth (Botz and Somerville, 2011; Botz et al. 2012)."" (212)",predation,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,Not specified,socio,sport fishery,Chinook,No,"""The sport rod and reel fishery averages about 15000 salmon per year and targets king salmon, accounting for the second-largest harvest component for this species after the commercial fishery (Somerville, 2011)"" (212)""","recreation, profit",Direct,Cultural ,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Physical and experiential interactions with natural environment,"Characteristics of living systems that that enable activities promoting health, recuperation or enjoyment through active or immersive interactions",3.1.1.1,Cultural ,Other characteristics of living systems that have cultural significance,Other,Other,3.3.X.X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
